NZ_CP022890.1	1.30870445161913e-05
NZ_CP022891.1	5.684171672886828e-05
NZ_CP022823.1	6.544047535693133e-06
NZ_CP022824.1	0.9999999999999032
NZ_CP022825.1	1.0
NZ_CP022826.1	0.9999999999995648
NZ_CP022874.1	3.646963906643983e-06
NZ_CP022882.1	6.775206090803e-06
NZ_CP022912.1	2.7617007129290234e-06
NZ_CP022913.1	0.9999999999965206
NZ_CP022914.1	0.9999999999071483
NZ_CP022889.1	3.6990070864117596e-05
NZ_CP022915.1	5.1312824948674624e-05
NZ_CP022957.1	1.5359211789584995e-05
NZ_CP018628.1	8.574103677566062e-06
NZ_CP022983.1	1.9412920275381848e-06
NZ_CP022984.1	0.9999999999999987
NZ_CP022998.1	4.3990626162342026e-05
NZ_CP022999.1	0.9963010397452592
NZ_CP023000.1	0.9983888969516542
NZ_CP023001.1	2.100197565605678e-06
NZ_CP023002.1	1.0
NZ_CP023003.1	1.0
NZ_CP022930.1	0.00042125836007140665
NZ_CP022931.1	0.9968729694550803
NZ_CP018477.1	0.0003665103917411013
NZ_CP017995.1	1.339896065438432e-06
NZ_CP023010.2	5.862685439512062e-08
NZ_CP023011.2	6.212713922004505e-05
NZ_CP022604.1	2.420258066810555e-07
NZ_CP022603.1	0.00023934100854119294
NZ_CP022605.1	0.8528945658724664
NZ_CP022602.1	0.9930193468615913
NZ_CP022997.1	7.954186697130764e-06
NZ_CP022989.1	1.3605325224360815e-07
NZ_CP022990.1	0.00010566911104237548
NZ_CP022991.1	0.9996193749670742
NZ_CP022992.1	0.9993250456111621
NZ_CP022993.1	1.0
NZ_CP022994.1	0.9999524490876406
NZ_CP022995.1	0.9878370790800487
NZ_CP022996.1	0.8127151521276017
NZ_CP022988.1	2.8177741946125684e-13
NZ_CP023142.1	6.425931487668077e-06
NZ_CP023143.1	0.9999999999999907
NZ_CP023144.1	0.9999964007458851
NZ_CP023145.1	1.0
NZ_CP029425.1	3.7984962635445044e-05
NZ_CP022544.1	1.114107529617863e-06
NZ_CP015603.1	1.3464667734707623e-10
NZ_CP015604.1	5.791709734890514e-07
NZ_CP015605.1	6.132766315913457e-06
NZ_CP015606.1	3.5606255389651686e-06
NZ_AP014855.1	4.9811159418962275e-06
NZ_AP014856.1	6.694215073775176e-06
NZ_CP016786.1	2.488948494511273e-07
NZ_CP016878.1	1.7617149874024525e-05
NZ_CP016879.1	0.9743684414625862
NZ_CP017088.1	4.814447660579304e-07
NZ_CP017089.1	0.5397516099150405
NZ_CP023044.1	6.962424928634861e-08
NZ_CP023045.1	0.473986119832393
NZ_CP023046.1	4.761858398480128e-08
NZ_CP023047.1	7.386666326151595e-08
NZ_CP023049.2	9.258523292552631e-05
NZ_CP023052.1	6.829919220134249e-06
NZ_CP023053.1	0.9999999999141791
NZ_CP023149.1	7.5709727430205345e-06
NZ_CP023150.1	0.45252140759175835
NZ_CP023146.1	2.4869636744884655e-06
NZ_CP023147.1	1.5156241962906357e-06
NZ_CP023148.1	0.9193968124329347
NZ_CP017092.1	1.491699971532906e-06
NZ_CP017093.1	0.7050170821758691
NZ_CP021288.1	2.8989094777001053e-05
NZ_CP021289.1	0.999999999999936
NZ_CP023139.1	2.12452941011082e-12
NZ_CP022961.1	1.5998245882365346e-05
NZ_CP023043.1	7.492187175444228e-08
NZ_CP023050.1	6.713313782665988e-06
NZ_CP023051.1	0.9999999999254088
NZ_CP016303.1	0.0005627094476274795
NZ_CP016304.1	6.985807930930777e-07
NZ_CP016305.1	1.77593032188641e-11
NZ_CP023141.1	8.967273866749879e-07
NZ_CP016956.1	4.01954820500511e-06
NZ_CP016957.1	3.4980748405776894e-06
NZ_CP016958.1	3.964056111461249e-06
NZ_CP016959.1	3.862073343273699e-06
NZ_CP016960.1	3.744585432971699e-06
NZ_CP016961.1	3.821144073133913e-06
NZ_CP016962.1	3.771775484174028e-06
NZ_CP016963.1	3.7502683616660167e-06
NZ_CP016964.1	3.734492447507503e-06
NZ_CP016966.1	3.7744192422710107e-06
NZ_CP016967.1	3.673623483617104e-06
NZ_CP016968.1	3.8031334650119074e-06
NZ_CP017062.1	6.581558553669876e-10
NZ_CP017063.1	3.5286515441810627e-07
NZ_CP017064.1	9.212888701005885e-09
NZ_CP017066.1	3.394573101236495e-05
NZ_CP017067.1	0.9265029550067303
